//
// File mapa2.tmx converted to csv using cpct_tmx2csv [20150929 16:38:44 CEST]
//
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,5,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,5,22,22,15,16,22,22,15,16,22,22,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,5,22,22,20,21,22,22,20,21,22,22,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,5,22,22,22,22,22,22,22,22,22,22,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,5,22,22,15,16,22,22,15,16,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,5,5,5,5,5,5,5,5,5,5,21,22,22,20,21,22,22,5,22,22,22,15,16,22,22,22,15,16,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,20,21,22,22,22,20,21,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,16,22,22,15,16,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,15,16,22,22,22,22,5,21,22,22,20,21,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,20,21,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,15,16,22,22,22,15,16,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,20,21,22,22,22,20,21,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,15,16,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,15,16,22,22,22,15,16,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,20,21,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,20,21,22,22,22,20,21,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,15,16,22,22,5,22,22,22,15,16,22,22,22,15,16,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,20,21,22,22,5,22,22,22,20,21,22,22,22,20,21,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,15,16,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,20,21,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,15,16,22,22,22,15,16,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,20,21,22,22,22,20,21,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,15,16,22,22,22,15,16,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,20,21,22,22,22,20,21,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
6,5,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,22,22,22,22,22,5,6,6,6,6,6,6,6,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
1,1,1,1,5,5,5,5,1,1,1,1,5,5,5,5,1,1,1,1,5,5,5,5,1,1,1,1,5,5,5,5,1,1,1,1,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
